 ἡ θρίξ|le cheveu|ἡ|θρίξ|θρίξ|τὴν|τρίχ<span class="désinence">ᾰ</span>|τῆς|τρῐχ<span class="désinence">ός</span>|τῇ|τρῐχ<span class="désinence">ί</span>|αἱ|τρίχ<span class="désinence">ες</span>|τρίχ<span class="désinence">ες</span>|τὰς|τρίχ<span class="désinence">ᾰς</span>|τῶν|τρῐχ<span class="désinence">ῶν</span>|ταῖς|θριξί

 ἡ φλέψ|la veine|ἡ|φλέψ|φλέψ|τὴν|φλέϐ<span class="désinence">ᾰ</span>|τῆς|φλεϐ<span class="désinence">ός</span>|τῇ|φλεϐ<span class="désinence">ί</span>|αἱ|φλέϐ<span class="désinence">ες</span>|φλέϐ<span class="désinence">ες</span>|τὰς|φλέϐ<span class="désinence">ᾰς</span>|τῶν|φλεϐ<span class="désinence">ῶν</span>|ταῖς|φλεψί

 ὁ γύψ|le vautour|ὁ|γύψ|γύψ|τὸν|γῦπ<span class="désinence">ᾰ</span>|τοῦ|γῡπ<span class="désinence">ός</span>|τῷ|γῡπ<span class="désinence">ί</span>|οἱ|γῦπ<span class="désinence">ες</span>|γῦπ<span class="désinence">ες</span>|τοὺς|γῦπ<span class="désinence">ᾰς</span>|τῶν|γῡπ<span class="désinence">ῶν</span>|τοῖς|γυψί

 ὁ φύλαξ|le garde, le gardien|ὁ|φύλαξ|φύλαξ|τὸν|φύλᾰκ<span class="désinence">ᾰ</span>|τοῦ|φύλᾰκ<span class="désinence">ος</span>|τῷ|φύλᾰκ<span class="désinence">ῐ</span>|οἱ|φύλᾰκ<span class="désinence">ες</span>|φύλᾰκ<span class="désinence">ες</span>|τοὺς|φύλᾰκ<span class="désinence">ᾰς</span>|τῶν|φυλάκ<span class="désinence">ων</span>|τοῖς|φύλαξῐ

 ἡ νύξ|la nuit|ἡ|νύξ|νύξ|τὴν|νύκτ<span class="désinence">ᾰ</span>|τῆς|νυκτ<span class="désinence">ός</span>|τῇ|νυκτ<span class="désinence">ί</span>|αἱ|νύκτ<span class="désinence">ες</span>|νύκτ<span class="désinence">ες</span>|τὰς|νύκτ<span class="désinence">ᾰς</span>|τῶν|νυκτ<span class="désinence">ῶν</span>|ταῖς|νυξί


# 3ème décl. – thèmes consonantiques en dentale (δ, τ, θ)

 ἡ ἐλπίς|l'espoir|ἡ|ἐλπί<span class="désinence">ς</span>|ἐλπί|τὴν|ἐλπίδ<span class="désinence">ᾰ</span>|τῆς|ἐλπίδ<span class="désinence">ος</span>|τῇ|ἐλπίδ<span class="désinence">ῐ</span>|αἱ|ἐλπίδ<span class="désinence">ες</span>|ἐλπίδ<span class="désinence">ες</span>|τὰς|ἐλπίδ<span class="désinence">ᾰς</span>|τῶν|ἐλπίδ<span class="désinence">ων</span>|ταῖς|ἐλπί<span class="désinence">σῐ</span>

 ὁ πούς|le pied|ὁ|πούς|πούς|τὸν|πόδ<span class="désinence">ᾰ</span>|τοῦ|ποδ<span class="désinence">ός</span>|τῷ|ποδ<span class="désinence">ί</span>|οἱ|πόδ<span class="désinence">ες</span>|πόδ<span class="désinence">ες</span>|τοὺς|πόδ<span class="désinence">ᾰς</span>|τῶν|ποδ<span class="désinence">ῶν</span>|τοῖς|πο<span class="désinence">σί</span>

 ἡ χάρις|la grâce|ἡ|χάρι<span class="désinence">ς</span>|χάρι|τὴν|χάρῐ<span class="désinence">ν</span>|τῆς|χάρῐτ<span class="désinence">ος</span>|τῇ|χάρῐτ<span class="désinence">ῐ</span>|αἱ|χάρῐτ<span class="désinence">ες</span>|χάρῐτ<span class="désinence">ες</span>|τὰς|χάρῐτ<span class="désinence">ᾰς</span>|τῶν|χαρίτ<span class="désinence">ων</span>|ταῖς|χάρι<span class="désinence">σῐ</span>

 τὸ σῶμα|le corps|τὸ|σῶμα|σῶμα|τὸ|σῶμα|τοῦ|σώματ<span class="désinence">ος</span>|τῷ|σώματ<span class="désinence">ῐ</span>|τὰ|σώματ<span class="désinence">ᾰ</span>|σώματ<span class="désinence">ᾰ</span>|τὰ|σώματ<span class="désinence">ᾰ</span>|τῶν|σωμάτ<span class="désinence">ων</span>|τοῖς|σώμα<span class="désinence">σῐ</span>

 τὸ ποίημα|la chose créée, le poème|τὸ|ποίημα|ποίημα|τὸ|ποίημα|τοῦ|ποιήματ<span class="désinence">ος</span>|τῷ|ποιήματ<span class="désinence">ῐ</span>|τὰ|ποιήματ<span class="désinence">ᾰ</span>|ποιήματ<span class="désinence">ᾰ</span>|τὰ|ποιήματ<span class="désinence">ᾰ</span>|τῶν|ποιημάτ<span class="désinence">ων</span>|τοῖς|ποιήμα<span class="désinence">σῐ</span>

 ἡ λαμπάς|la lampe|ἡ|λαμπά<span class="désinence">ς</span>|λαμπά<span class="désinence">ς</span>|τὴν|λαμπάδ<span class="désinence">ᾰ</span>|τῆς|λαμπάδ<span class="désinence">ος</span>|τῇ|λαμπάδ<span class="désinence">ῐ</span>|αἱ|λαμπάδ<span class="désinence">ες</span>|λαμπάδ<span class="désinence">ες</span>|τὰς|λαμπάδ<span class="désinence">ᾰς</span>|τῶν|λαμπάδ<span class="désinence">ων</span>|ταῖς|λαμπά<span class="désinence">σῐ</span>

 ἡ φροντίς|le souci|ἡ|φροντί<span class="désinence">ς</span>|φροντί|τὴν|φροντίδ<span class="désinence">ᾰ</span>|τῆς|φροντίδ<span class="désinence">ος</span>|τῇ|φροντίδ<span class="désinence">ῐ</span>|αἱ|φροντίδ<span class="désinence">ες</span>|φροντίδ<span class="désinence">ες</span>|τὰς|φροντίδ<span class="désinence">ᾰς</span>|τῶν|φροντίδ<span class="désinence">ων</span>|ταῖς|φροντί<span class="désinence">σῐ</span>

 ὁ παῖς|l'enfant|ὁ|παῖς|παῖ|τὸν|παῖδ<span class="désinence">ᾰ</span>|τοῦ|παιδ<span class="désinence">ός</span>|τῷ|παιδ<span class="désinence">ί</span>|οἱ|παῖδ<span class="désinence">ες</span>|παῖδ<span class="désinence">ες</span>|τοὺς|παῖδ<span class="désinence">ᾰς</span>|τῶν|<span class="cartouche">πα<span style="font-weight: bold">ί</span>δ<span class="désinence">ων</span></span>|τοῖς|παι<span class="désinence">σί</span>


# 3ème décl. – thèmes consonantiques en nasale (ν)

 ὁ ἀγών|la lutte, le concours|ὁ|ἀγών|ἀγών|τὸν|ἀγῶν<span class="désinence">ᾰ</span>|τοῦ|ἀγῶν<span class="désinence">ος</span>|τῷ|ἀγῶν<span class="désinence">ῐ</span>|οἱ|ἀγῶν<span class="désinence">ες</span>|ἀγῶν<span class="désinence">ες</span>|τοὺς|ἀγῶν<span class="désinence">ᾰς</span>|τῶν|ἀγών<span class="désinence">ων</span>|τοῖς|ἀγῶ<span class="désinence">σῐ</span>

 ὁ δαίμων|la divinité|ὁ|δαίμων|δαῖμον|τὸν|δαίμον<span class="désinence">ᾰ</span>|τοῦ|δαίμον<span class="désinence">ος</span>|τῷ|δαίμον<span class="désinence">ῐ</span>|οἱ|δαίμον<span class="désinence">ες</span>|δαίμον<span class="désinence">ες</span>|τοὺς|δαίμον<span class="désinence">ᾰς</span>|τῶν|δαιμόν<span class="désinence">ων</span>|τοῖς|δαίμο<span class="désinence">σῐ</span>

 ὁ ποιμήν|le berger|ὁ|ποιμήν|ποιμήν|τὸν|ποιμέν<span class="désinence">ᾰ</span>|τοῦ|ποιμέν<span class="désinence">ος</span>|τῷ|ποιμέν<span class="désinence">ῐ</span>|οἱ|ποιμέν<span class="désinence">ες</span>|ποιμέν<span class="désinence">ες</span>|τοὺς|ποιμέν<span class="désinence">ᾰς</span>|τῶν|ποιμέν<span class="désinence">ων</span>|τοῖς|ποιμέ<span class="désinence">σῐ</span>

 ὁ Ἕλλην|le Grec|ὁ|Ἕλλην|Ἕλλην|τὸν|Ἕλλην<span class="désinence">ᾰ</span>|τοῦ|Ἕλλην<span class="désinence">ος</span>|τῷ|Ἕλλην<span class="désinence">ῐ</span>|οἱ|Ἕλλην<span class="désinence">ες</span>|Ἕλλην<span class="désinence">ες</span>|τοὺς|Ἕλλην<span class="désinence">ᾰς</span>|τῶν|Ἑλλήν<span class="désinence">ων</span>|τοῖς|Ἕλλη<span class="désinence">σῐ</span>

 ἡ ῥίς|le nez|ἡ|ῥίς|ῥίς|τὴν|ῥῖν<span class="désinence">ᾰ</span>|τῆς|ῥῑν<span class="désinence">ός</span>|τῇ|ῥῑν<span class="désinence">ί</span>|αἱ|ῥῖν<span class="désinence">ες</span>|ῥῖν<span class="désinence">ες</span>|τὰς|ῥῖν<span class="désinence">ᾰς</span>|τῶν|ῥῑν<span class="désinence">ῶν</span>|ταῖς|ῥι<span class="désinence">σί</span>


# 3ème décl. – thèmes consonantiques en ‑ντ

 ὁ γίγας|le géant|ὁ|γίγᾱς|γίγαν|τὸν|γίγαντ<span class="désinence">ᾰ</span>|τοῦ|γίγαντ<span class="désinence">os</span>|τῷ|γίγαντ<span class="désinence">ῐ</span>|οἱ|γίγαντ<span class="désinence">ες</span>|γίγαντ<span class="désinence">ες</span>|τοὺς|γίγαντ<span class="désinence">ᾰς</span>|τῶν|γιγάντ<span class="désinence">ων</span>|τοῖς|γίγᾱ<span class="désinence">σῐ</span>

 ὁ λέων|le lion|ὁ|λέων|λέον|τὸν|λέοντ<span class="désinence">ᾰ</span>|τοῦ|λέοντ<span class="désinence">oς</span>|τῷ|λέοντ<span class="désinence">ῐ</span>|οἱ|λέοντ<span class="désinence">ες</span>|λέοντ<span class="désinence">ες</span>|τοὺς|λέοντ<span class="désinence">ᾰς</span>|τῶν|λεόντ<span class="désinence">ων</span>|τοῖς|λέ<span style="font-weight: bold">ου</span><span class="désinence">σῐ</span>

 ὁ ὀδούς|la dent|ὁ|ὀδούς|ὀδούς|τὸν|ὀδόντ<span class="désinence">ᾰ</span>|τοῦ|ὀδόντ<span class="désinence">oς</span>|τῷ|ὀδόντ<span class="désinence">ῐ</span>|οἱ|ὀδόντ<span class="désinence">ες</span>|ὀδόντ<span class="désinence">ες</span>|τοὺς|ὀδόντ<span class="désinence">ᾰς</span>|τῶν|ὀδόντ<span class="désinence">ων</span>|τοῖς|ὀδ<span style="font-weight: bold">οῦ</span><span class="désinence">σῐ</span>



 ὁ ἀνήρ|l'homme, le mari|ὁ|ἀνήρ|ἄνερ|τὸν|ἄνδρ<span class="désinence">ᾰ</span>|τοῦ|ἀνδρ<span class="désinence">ός</span>|τῷ|ἀνδρ<span class="désinence">ί</span>|οἱ|ἄνδρ<span class="désinence">ες</span>|ἄνδρ<span class="désinence">ες</span>|τοὺς|ἄνδρ<span class="désinence">ᾰς</span>|τῶν|ἀνδρ<span class="désinence">ῶν</span>|τοῖς|ἀνδρά<span class="désinence">σῐ</span>

 ἡ γυνή|la femme|ἡ|γυνή|γύναι|τὴν|γυναῖκ<span class="désinence">ᾰ</span>|τῆς|γυναικ<span class="désinence">ός</span>|τῇ|γυναικ<span class="désinence">ί</span>|αἱ|γυναῖκ<span class="désinence">ες</span>|γυναῖκ<span class="désinence">ες</span>|τὰς|γυναῖκ<span class="désinence">ᾰς</span>|τῶν|γυναικ<span class="désinence">ῶν</span>|ταῖς|γυναιξί


# adjectifs

 εὐδαίμων|heureux (M), heureuse (F)||εὐδαίμων|ε<span style="font-weight: bold">ὔ</span>δαιμον||εὐδαίμον<span class="désinence">ᾰ</span>||εὐδαίμον<span class="désinence">oς</span>||εὐδαίμον<span class="désinence">ῐ</span>||εὐδαίμον<span class="désinence">ες</span>|εὐδαίμον<span class="désinence">ες</span>||εὐδαίμον<span class="désinence">ᾰς</span>||εὐδαιμόν<span class="désinence">ων</span>||εὐδαίμο<span class="désinence">σῐ</span>

 εὔδαιμον|heureux (N)||ε<span style="font-weight: bold">ὔ</span>δαιμον|ε<span style="font-weight: bold">ὔ</span>δαιμον||ε<span style="font-weight: bold">ὔ</span>δαιμον||εὐδαίμον<span class="désinence">oς</span>||εὐδαίμον<span class="désinence">ῐ</span>||εὐδαίμον<span class="désinence">ᾰ</span>|εὐδαίμον<span class="désinence">ᾰ</span>||εὐδαίμον<span class="désinence">ᾰ</span>||εὐδαιμόν<span class="désinence">ων</span>||εὐδαίμο<span class="désinence">σῐ</span>


 μέλας|noir (M)||μέλας|μέλαν||μέλαν<span class="désinence">ᾰ</span>||μέλαν<span class="désinence">oς</span>||μέλαν<span class="désinence">ῐ</span>||μέλαν<span class="désinence">ες</span>|μέλαν<span class="désinence">ες</span>||μέλαν<span class="désinence">ᾰς</span>||μελάν<span class="désinence">ων</span>||μέλα<span class="désinence">σῐ</span>

 μέλαν|noir (N)||μέλαν|μέλαν||μέλαν||μέλαν<span class="désinence">oς</span>||μέλαν<span class="désinence">ῐ</span>||μέλαν<span class="désinence">ᾰ</span>|μέλαν<span class="désinence">ᾰ</span>||μέλαν<span class="désinence">ᾰ</span>||μελάν<span class="désinence">ων</span>||μέλα<span class="désinence">σῐ</span>

 μέλαινα|noire (F)||μέλαιν<span class="désinence">ᾰ</span>|μέλαιν<span class="désinence">ᾰ</span>||μέλαιν<span class="désinence">ᾰν</span>||μελαίν<span class="désinence">ης</span>||μελαίν<span class="désinence">ῃ</span>||μέλαιν<span class="désinence">αι</span>|μέλαιν<span class="désinence">αι</span>||μελαίν<span class="désinence">ᾱς</span>||μελαιν<span class="désinence">ῶν</span>||μελαίν<span class="désinence">αις</span>


 πᾶς|tout (M)||πᾶς|πᾶς||πάντ<span class="désinence">ᾰ</span>||παντ<span class="désinence">ός</span>||παντ<span class="désinence">ί</span>||πάντ<span class="désinence">ες</span>|πάντ<span class="désinence">ες</span>||πάντ<span class="désinence">ᾰς</span>||πάντ<span class="désinence">ων</span>||πᾶ<span class="désinence">σῐ</span>

 πᾶν|tout (N)||πᾶν|πᾶν||πᾶν||παντ<span class="désinence">ός</span>||παντ<span class="désinence">ί</span>||πάντ<span class="désinence">ᾰ</span>|πάντ<span class="désinence">ᾰ</span>||πάντ<span class="désinence">ᾰ</span>||πάντ<span class="désinence">ων</span>||πᾶ<span class="désinence">σῐ</span>

 πᾶσα|toute (F)||πᾶσ<span class="désinence">ᾰ</span>|πᾶσ<span class="désinence">ᾰ</span>||πᾶσ<span class="désinence">ᾰν</span>||πάσ<span class="désinence">ης</span>||πάσ<span class="désinence">ῃ</span>||πᾶσ<span class="désinence">αι</span>|πᾶσ<span class="désinence">αι</span>||πάσ<span class="désinence">ᾱς</span>||πασ<span class="désinence">ῶν</span>||πάσ<span class="désinence">αις</span>


 ἅπας|en totalité, tout entier (M)||ἅπας|ἅπας||ἅπαντ<span class="désinence">ᾰ</span>||ἅπαντ<span class="désinence">ος</span>||ἅπαντ<span class="désinence">ῐ</span>||ἅπαντ<span class="désinence">ες</span>|ἅπαντ<span class="désinence">ες</span>||ἅπαντ<span class="désinence">ᾰς</span>||ἁπάντ<span class="désinence">ων</span>||ἅπα<span class="désinence">σῐ</span>

 ἅπαν|en totalité, tout entier (N)||ἅπαν|ἅπαν||ἅπαν||ἅπαντ<span class="désinence">ος</span>||ἅπαντ<span class="désinence">ῐ</span>||ἅπαντ<span class="désinence">ᾰ</span>|ἅπαντ<span class="désinence">ᾰ</span>||ἅπαντ<span class="désinence">ᾰ</span>||ἁπάντ<span class="désinence">ων</span>||ἅπα<span class="désinence">σῐ</span>

 ἅπασᾰ|en totalité, toute entière (F)||ἅπασ<span class="désinence">ᾰ</span>|ἅπασ<span class="désinence">ᾰ</span>||ἅπασ<span class="désinence">ᾰν</span>||ἁπάσ<span class="désinence">ης</span>||ἁπάσ<span class="désinence">ῃ</span>||ἅπασ<span class="désinence">αι</span>|ἅπασ<span class="désinence">αι</span>||ἁπάσ<span class="désinence">ᾱς</span>||ἁπασ<span class="désinence">ῶν</span>||ἁπάσ<span class="désinence">αις</span>
